Geneid,AK079M,AK083M,AK095M,AK096M
ENSG00000172817,3,2,29,1
ENSG00000104442,158,769,932.5,340
ENSG00000066855,154,981.5,1254,427
ENSG00000205268,84,215,275,160
ENSG00000147570,0,2,0,0
ENSG00000147573,3,5,5,0
ENSG00000147571,0,0,0,0
ENSG00000179041,1656,2007,2458,3479
ENSG00000147576,13,11,10,31
ENSG00000169085,13,0,6,16
ENSG00000185697,291,379,475,341
ENSG00000175073,702,1223,1465,1064
ENSG00000270024,2.5,47,57,2.5
ENSG00000213865,47,18,26,75
ENSG00000278888,0,0,0,0
ENSG00000104205,2.5,47,57,2.5
ENSG00000178460,0,0,4,0
ENSG00000261787,0,0,0,1
ENSG00000178125,0,0,2,0
ENSG00000121022,282.5,1286,1496.07,565
ENSG00000104218,357,677,776,580
ENSG00000066777,399.5,1579,1959,677
ENSG00000165078,0,0,1,0
ENSG00000046889,0,0,0,0
ENSG00000165084,0,0,2,0
ENSG00000137573,0,0,0,0
ENSG00000137571,23,11.5,29,12
ENSG00000147596,2,0,0,0
ENSG00000140396,143,801,1269,501
ENSG00000067167,853,5389.47,7443.5,1515
ENSG00000147592,234.25,973.5,1027.5,384
ENSG00000221947,0,5,3,4
ENSG00000104313,0,0,0,0
ENSG00000178860,414,365,397,735
ENSG00000104321,47.5,234,425,71.5
ENSG00000182674,0,0,0,0
ENSG00000147601,101.07,532.2,643.19,226.3
ENSG00000164764,0,0,0,0
ENSG00000274443,0,0,0,0
ENSG00000147604,1798.34,11960.08,12957.79,3848.15
ENSG00000121039,111,424,564,192
ENSG00000040341,49,577,691.08,128
ENSG00000258677,33,97.58,124.75,46.5
ENSG00000104343,33,95.42,115.5,48.5
ENSG00000154582,234.83,908.17,963.95,436
ENSG00000175606,233,705,795,523
ENSG00000154589,0,0,1,0
ENSG00000104369,1,0,0,0
ENSG00000104381,158,285,303,228
ENSG00000137558,0,0,0,0
ENSG00000121005,0,0,0,0
ENSG00000164749,2,7,11,2
ENSG00000091656,148,253,292,237
ENSG00000164751,37,269,311,122
ENSG00000171033,0,0,0,0
ENSG00000104427,89,137,192,111
ENSG00000104432,0,0,0,0
ENSG00000104435,0,0,0,0
ENSG00000164683,31,41,56,35
ENSG00000147586,113,544.9,532.83,273.93
ENSG00000276418,56.5,483.9,490.42,176.18
ENSG00000076554,94.5,719.7,818.22,230.88
ENSG00000205189,400,504,600,542
ENSG00000164684,0,3,68,11
ENSG00000076641,0,2,0,0
ENSG00000164687,189.5,650.75,571.3,272.1
ENSG00000147588,0,0,0,0
ENSG00000205186,0,0,0,0
ENSG00000170323,0,0,0,0
ENSG00000197416,0,0,0,0
ENSG00000133731,212.5,517,626,302
ENSG00000253598,4,11,12,6
ENSG00000104231,174,508,574,289
ENSG00000164695,59,130,187,55
ENSG00000104497,20,44,88,52
ENSG00000184672,0,0,0,0
ENSG00000133739,4,72,74,9
ENSG00000133740,181,457,543,335
ENSG00000176731,190.5,765,942,373.5
ENSG00000185015,7,8,11,8
ENSG00000133742,0,0,0,0
ENSG00000164879,0,0,0,0
ENSG00000104267,18,29,9,10
ENSG00000147614,0,0,0,2
ENSG00000147613,0,0,0,0
ENSG00000164893,0,0,0,0
ENSG00000123124,247,1392.5,1476.5,583.5
ENSG00000176623,93,344,484,147
ENSG00000085719,115,1336,1492.5,282
ENSG00000170289,0,0,0,0
ENSG00000176571,0,0,0,0
ENSG00000176566,0,0,0,0
ENSG00000156103,0,0,0,0
ENSG00000104312,433,1711,2090,832
ENSG00000164823,421,2232,2099,1024
ENSG00000104320,357,1764.5,2018.5,587.5
ENSG00000104325,36,473,658.83,76
ENSG00000104327,2,0,0,0
ENSG00000180694,190,649.5,899,557
ENSG00000123119,0,0,0,0
ENSG00000253250,10,17,33,11
ENSG00000155099,44,166,111,70
ENSG00000155100,143,335,324,171
ENSG00000214954,9,12,11,27
ENSG00000147606,0,0,0,0
ENSG00000079102,0,0,2.2,0
ENSG00000205133,2,53,75,22
ENSG00000254318,0,0,0,0
ENSG00000188343,73,311.5,399.6,173.17
ENSG00000183808,1211,1236.67,1488,1987
ENSG00000164953,163,329,415.5,175
ENSG00000164951,170,140,175,188
ENSG00000079112,16,90,217,53
ENSG00000164949,1163,214,333,1289
ENSG00000197275,68,522.5,639,164
ENSG00000265817,34,45.5,70,72
ENSG00000164944,557,1830,2071,722
ENSG00000104413,0,2,0,2
ENSG00000156162,92,718.5,856.83,147
ENSG00000164941,285,1715,1682,502
ENSG00000175305,38,136,168,100
ENSG00000156170,162,334,378,222
ENSG00000164938,24,60,66,44
ENSG00000175895,259,183,219,399
ENSG00000156172,29,113,111,50
ENSG00000156466,11,5,12,13
ENSG00000156467,248,1402,1395.67,485.5
ENSG00000156469,258,453.5,550,420
ENSG00000156471,369,2436,2598,652
ENSG00000169439,2,3,0,0
ENSG00000104324,0,28,15,0
ENSG00000180543,83,165,251,239
ENSG00000147649,609,4092.5,4690.5,1362.33
ENSG00000104341,164,2206,2867.17,456.5
ENSG00000132561,41,688,1696,168
ENSG00000156482,1310.25,6261.73,6973.42,2787.75
ENSG00000177459,13,99,123,48
ENSG00000132541,17,151,189,43
ENSG00000104356,596,962,1321,970
ENSG00000104361,7,22,26,6
ENSG00000156486,2,0,0,0
ENSG00000104375,75,438,424,184
ENSG00000164920,138,78,160,345
ENSG00000132549,383,1076,1320,499.5
ENSG00000164919,151,758.5,938,354.67
ENSG00000132554,1,0,2,2
ENSG00000156509,79,157,171,177
ENSG00000147669,132,348,442,236
ENSG00000104450,105,451,527,148.5
ENSG00000034677,663,756,1341,1051
ENSG00000186106,53,79,128,98
ENSG00000174226,1,0,0,3
ENSG00000070756,4970.17,30123.93,35185.13,10218.32
ENSG00000164924,1995.64,9175.75,11613.16,3624.62
ENSG00000120963,290.67,530.67,654.5,382
ENSG00000083307,0,0,0,0
ENSG00000104490,2,28,54,7
ENSG00000048392,112,376,499,139.5
ENSG00000104517,1431.5,3891.33,5519.5,2589
ENSG00000155087,0,0,0,0
ENSG00000155090,2745.17,2714.5,3146,4375.5
ENSG00000155096,555,2495.5,2758.5,807
ENSG00000155097,163,1091,1257,420
ENSG00000164929,0,0,0,0
ENSG00000164930,93,374,415,99
ENSG00000164932,0,2,6,0
ENSG00000164933,385,665,810,574
ENSG00000164934,442,2476.33,2772,871
ENSG00000176406,0,0,0,4
ENSG00000164935,0,0,0,0
ENSG00000147647,2,0,0,0
ENSG00000147650,163,867,917,300
ENSG00000169946,0,0,0,0
ENSG00000164830,103,422,445.5,182.5
ENSG00000174429,0,0,0,0
ENSG00000154188,2,2,12,4
ENSG00000147655,0,0,0,0
ENSG00000104408,609.33,6540.25,6734,1176.5
ENSG00000104412,55,298,304,139
ENSG00000164841,0,2,3,0
ENSG00000174417,0,0,0,0
ENSG00000120526,349.37,1516,1676,653
ENSG00000120533,239.5,698.5,740.83,384
ENSG00000205038,0,0,0,3
ENSG00000147654,134,267,355,201
ENSG00000147642,136,108,322,751
ENSG00000164794,0,2,0,0
ENSG00000164796,0,0,0,0
ENSG00000104447,0,0,1,0
ENSG00000147677,539,4069.67,4565.1,1030.5
ENSG00000147679,281.5,289.5,289,426.5
ENSG00000164754,657,4427.5,4953,1284
ENSG00000205002,0,0,0,0
ENSG00000164756,0,0,0,0
ENSG00000164758,42,139,119,92
ENSG00000182197,1424.5,2508,3343.5,1463
ENSG00000177570,3,0,0,2
ENSG00000164761,0,0,0,0
ENSG00000184374,0,0,0,0
ENSG00000147676,0,0,0,0
ENSG00000136999,17,26,39,17
ENSG00000136960,0,0,0,0
ENSG00000064313,247,1271,1210,356
ENSG00000136982,83,477,558,210
ENSG00000155792,2,40,42,10
ENSG00000187955,0,0,0,0
ENSG00000172172,170,1156,1294.83,383
ENSG00000172167,65,309,347,106
ENSG00000172164,3,16,15,6
ENSG00000170961,147,137,214,166
ENSG00000178764,3,177,296,23
ENSG00000136986,214,932,1085,452
ENSG00000156787,78,605,549,141
ENSG00000147689,2,6,8,4
ENSG00000189376,98,328.5,365.5,257.75
ENSG00000259305,78,249,272.5,179.25
ENSG00000165156,292,697,793,433
ENSG00000156802,380,3669.17,3857,781
ENSG00000156795,52,343,465,155
ENSG00000156804,82,105,305,276
ENSG00000175946,0,4,4,3
ENSG00000104537,10,89,206,11
ENSG00000176853,391.23,1689.3,1973.1,600.78
ENSG00000214814,2,8,14,0
ENSG00000164983,210,618,1101,538.5
ENSG00000183665,345,268,449,640
ENSG00000170881,403,1009,1057,536
ENSG00000147687,204.5,835.5,967.5,325
ENSG00000147684,312,1800,2386.33,674.5
ENSG00000170873,4,20,144.5,41
ENSG00000180938,20,11,17,24
ENSG00000104549,526,1679.5,2048,702
ENSG00000164961,275.5,2679,2951.67,475
ENSG00000156831,47,254,324,78.5
ENSG00000173334,3211,768,1203,3290
ENSG00000168672,121,261,159,143
ENSG00000212993,3,0,1,2
ENSG00000279524,0,0,0,0
ENSG00000136997,20739.5,6197,8395,26099
ENSG00000280151,0,0,0,0
ENSG00000147697,0,0,0,0
ENSG00000153310,364,1932.67,1905.58,591.33
ENSG00000153317,767,4280,5407,1609
ENSG00000155897,2,0,0,0
ENSG00000132294,320,2046,2304.5,453
ENSG00000253117,0,0,0,0
ENSG00000258417,0,0,0,0
ENSG00000132297,0,0,0,0
ENSG00000184156,2,8,10,2
ENSG00000129295,7,4,31,10
ENSG00000165071,0,0,0,0
ENSG00000129292,300,1206,1281,480
ENSG00000042832,4,5,8,4
ENSG00000155926,4,2,2,2
ENSG00000104415,0,4,29,4
ENSG00000104419,781,2822.17,4171,1386.67
ENSG00000008513,30,404.5,542.5,263.67
ENSG00000066827,73,294,288,135
ENSG00000131773,13,85.5,140,21
ENSG00000147724,0,0,0,0
ENSG00000169436,4,51,82,12
ENSG00000169427,0,0,0,0
ENSG00000167632,154,1055,1440,273
ENSG00000104472,153.5,453,457,245
ENSG00000123908,1176,1734,2567.5,1822
ENSG00000169398,794,3951.43,4525,1634
ENSG00000105339,1113,1147,1646,1307
ENSG00000022567,74,419,598,140
ENSG00000204882,2,2,4,0
ENSG00000184489,9,35,47,8
ENSG00000226807,1,0,0.33,0
ENSG00000171045,84,221,389,255
ENSG00000181790,33,129,92,62
ENSG00000198576,470,34,24,296
ENSG00000234616,724,287,452,1143
ENSG00000167653,36,9,29,35
ENSG00000160886,194,67,85,143
ENSG00000130193,129,352,642.5,416
ENSG00000126233,0,0,2,0
ENSG00000197353,0,0,0,0
ENSG00000180155,2,25,31,14
ENSG00000167656,0,2,0,0
ENSG00000104499,0,0,0,0
ENSG00000160882,0,0,0,0
ENSG00000179142,0,0,0,0
ENSG00000160932,189,2083,3235.25,768.5
ENSG00000177335,0,0,0.14,0
ENSG00000261667,0,0,0,0
ENSG00000176956,0,1,0,0
ENSG00000277494,2,6,0,0
ENSG00000181638,79,86.5,112,121.5
ENSG00000264668,79,86.5,112,121.5
ENSG00000250571,293.5,456,811.83,739.5
ENSG00000185730,556,269,332.2,1184.5
ENSG00000184428,383.33,1386.5,1660,740
ENSG00000158106,177,703,1153,428
ENSG00000182759,51,2,10,29
ENSG00000014164,558,1380.33,2007.5,1266
ENSG00000104518,147,692,1366.33,377.25
ENSG00000204839,725,524,720,1031.5
ENSG00000147813,646,742.5,1505.25,1080.5
ENSG00000104529,2270.83,9239.5,11941.91,5152.6
ENSG00000179886,1697,848,1575,4372
ENSG00000104524,433,595,1082,981
ENSG00000104522,699.33,1226,1694,1036
ENSG00000183309,565,545,695,1201
ENSG00000181135,431,308,525,734
ENSG00000255181,8,0,0,0.5
ENSG00000181085,8,12,12,9
ENSG00000180921,2147,3518,5908,4994
ENSG00000180900,3094,8773.5,13627.5,6133.42
ENSG00000179950,2066.5,5424,7107.5,3813.5
ENSG00000185189,401,629,1009,854
ENSG00000261150,353.16,88.91,109.19,330.29
ENSG00000178209,82541.77,58326.34,95485.83,126608.62
ENSG00000178685,19,43,74,41
ENSG00000178719,930,3380.5,4373.83,1599
ENSG00000186583,3,0,2,0
ENSG00000178814,150,463,797.5,392.5
ENSG00000178896,945,1282.5,1957,2384
ENSG00000197858,827.33,4444.67,7212.17,1720.33
ENSG00000179091,864,5350,6591,1950
ENSG00000179526,599,1598,2366,1261.5
ENSG00000179632,771,2863,3830,1579.5
ENSG00000179698,229,169,304.67,232.17
ENSG00000235173,438,665,927.5,680
ENSG00000179832,119.5,557,1162,257
ENSG00000261236,2172.5,8556.5,11873,5470.5
ENSG00000260428,1,9,30,8.17
ENSG00000185122,1059,3359.5,4800.5,2315
ENSG00000185000,267.5,887,1261,379
ENSG00000261678,8,0,0,0
ENSG00000271698,88.5,63.75,105.5,144
ENSG00000261587,105,14,36.5,87
ENSG00000185803,990,2502.64,4515.5,2566.33
ENSG00000182325,983.5,751.75,1284,1569
ENSG00000173137,97.5,331,697.5,309
ENSG00000071894,1573,4866.25,6903.67,3251.75
ENSG00000147804,231,768.25,1070.67,637.25
ENSG00000160948,576,952.5,1440,1058
ENSG00000160949,955,2339,3115.9,2360
ENSG00000187954,496,705,1133.5,1166
ENSG00000167702,1237,1352,2466.5,3044
ENSG00000160973,27.5,8,26,38
ENSG00000160972,794,1616,2610,1819
ENSG00000167701,16,49,39,55
ENSG00000167700,907,940,1654,1628
ENSG00000160957,1145.5,2592,4135,2803.5
ENSG00000160959,616,628.5,1071,1355
ENSG00000254402,84,93,134,91
ENSG00000213563,173,360,487,508.5
ENSG00000147799,365,1362.5,2391,1565
ENSG00000198169,192,308,411,346
ENSG00000196378,291,160,258,476
ENSG00000161016,5089.5,23948.3,26335.32,10661.98
ENSG00000197363,163,117,201,232
ENSG00000147789,916,673,807,1446.5
ENSG00000170619,326.5,467,725,702
ENSG00000196150,189,152,243,360
ENSG00000170631,243,180,273,358
ENSG00000182307,668,1285,1616,1355.5
ENSG00000274195,0,0,0,0
ENSG00000276378,0,0,0,0
ENSG00000275444,0,0,0,0
ENSG00000273641,0,0,0,0
ENSG00000274405,0,0,0,0
ENSG00000277006,0,0,0,0
ENSG00000275794,0,0,0,0
ENSG00000274729,0,0,0,0
ENSG00000277530,0,0,0,0
ENSG00000274540,0,0,0,0
ENSG00000277871,0,0,0,0
ENSG00000278062,0,0,0,0
ENSG00000278718,0,0,0,0
ENSG00000277781,0,0,0,0
ENSG00000278488,0,0,0,0
ENSG00000273594,0,0,0,0
ENSG00000278016,0,0,0,0
ENSG00000276657,0,0,0,0
ENSG00000278243,0,0,0,0
ENSG00000276340,0,0,0,0
ENSG00000274352,0,0,0,0
ENSG00000277126,0,0,0,0
ENSG00000278749,0,0,0,0
ENSG00000274205,0,0,0,0
ENSG00000273889,0,0,0,0
ENSG00000274287,0,0,0,0
ENSG00000278032,0,0,0,0
ENSG00000278812,0,0,0,0
ENSG00000274488,0,0,0,0
ENSG00000275181,0,0,0,0
ENSG00000275575,0,0,0,0
ENSG00000274726,0,0,0,0
ENSG00000273645,0,0,0,0
ENSG00000274137,0,0,0,0
ENSG00000275594,0,0,0,0
ENSG00000278548,0,0,0,0
ENSG00000276286,0,0,0,0
ENSG00000274161,0,0,0,0
ENSG00000278220,0,0,0,0
ENSG00000181404,241.18,258.64,362.63,395.62
ENSG00000170122,40.2,11.25,17.9,42.3
ENSG00000172785,158.78,409.74,417.27,205.92
ENSG00000183784,0,2,0,0
ENSG00000107099,2,29,21,6
ENSG00000107104,16,369,573,53
ENSG00000137090,3,0.25,0,0
ENSG00000064218,0,0,0,0
ENSG00000173253,0,0,0,0
ENSG00000080503,71,819,1214.5,174
ENSG00000147852,170,750,1360,421
ENSG00000168263,0,0,0,0
ENSG00000080608,773,1662,1772,1382
ENSG00000080298,32,170,225,86
ENSG00000279745,9,0,0,15
ENSG00000107249,897.33,1472.83,1439.67,1217.33
ENSG00000106688,3,65,79,13
ENSG00000106686,6,12,7,2
ENSG00000205808,197,154,343,352
ENSG00000106993,165,244,262,278
ENSG00000147853,143.5,769.67,951.33,199.5
ENSG00000120158,477,1079,1188.5,1115
ENSG00000096968,184,282,312,185
ENSG00000120210,0,0,0,0
ENSG00000120211,119,247,342,154
ENSG00000107014,0,0,0,0
ENSG00000107018,0,2,0,0
ENSG00000107020,23.5,199,252,53
ENSG00000120217,68,5,13,48
ENSG00000197646,2,0,2,0
ENSG00000107036,315.67,870,1107,564
ENSG00000099219,181,1040,1242,304
ENSG00000183354,571,678,891,1005
ENSG00000120215,1,0,0,0
ENSG00000137040,639.5,855,1189.67,861
ENSG00000137033,0,2,2,4
ENSG00000170777,0,0,0,0
ENSG00000147854,660,1214,1742,1117.5
ENSG00000178445,131,1060,1449,256
ENSG00000274527,85,181.25,288.5,141.5
ENSG00000107077,94,259.75,437.83,179.5
ENSG00000137038,419,897,1374.5,942.5
ENSG00000153707,0,4,0,2
ENSG00000107165,0,0,0,0
ENSG00000153714,104,138,134,207.5
ENSG00000107186,312,1060,1266,392
ENSG00000147862,238,621,690,467
ENSG00000175893,36,171,125,72
ENSG00000147869,0,0,0,0
ENSG00000164946,0,0,0,0
ENSG00000155158,6,56,78,23
ENSG00000164975,188,508,529,332
ENSG00000164985,92,1444.5,1359,266.5
ENSG00000164989,8,49,57,4
ENSG00000205549,0,0,5,2
ENSG00000173068,24,108,229,72
ENSG00000044459,67.5,251,272,111
ENSG00000107295,0,2,2,0
ENSG00000178031,4,6,0,0
ENSG00000155875,0,0,0,1
ENSG00000155876,433,1177,1420,714
ENSG00000147874,484,1725.5,1773.67,810.5
ENSG00000147872,21,124,254,57
ENSG00000137145,395,1803,2345,711
ENSG00000137154,3733.93,20566.37,23152.39,8600.33
ENSG00000177076,15.5,41.33,44.33,16
ENSG00000155886,0,0,0,0
ENSG00000171843,180,870,675,213
ENSG00000188352,208,1565,1830,347
ENSG00000188921,4,9,21,0
ENSG00000171855,0,0,0,2
ENSG00000177047,0,0,0,0
ENSG00000137080,0,0,0,0
ENSG00000236637,0,0,0,0
ENSG00000214042,0,0,0,0
ENSG00000186803,0,0,0,0
ENSG00000234829,0,0,0,0
ENSG00000147885,0,0,0,0
ENSG00000228083,0,0,0,0
ENSG00000147873,0,0,0,0
ENSG00000198642,832,1219,1468.5,1202
ENSG00000120235,0,0,0,0
ENSG00000233816,0,0,0,0
ENSG00000188379,0,0,0,0
ENSG00000120242,0,0,0,0
ENSG00000197919,0,0,0,0
ENSG00000184995,53,15,20,48
ENSG00000099810,155.75,119.75,174.5,217.25
ENSG00000264545,111.75,109.75,150.5,165.25
ENSG00000147889,0,0,0,0
ENSG00000147883,0,0,0,0
ENSG00000176399,42,29,48,33
ENSG00000107105,1,0,2,0
ENSG00000205442,0,0,0,0
ENSG00000198680,61,65,151,205
ENSG00000120159,155,446,556,291
ENSG00000137055,332,1535,1745,561
ENSG00000096872,56,407,376,95
ENSG00000184434,0,0,0,0
ENSG00000120156,0,0,2,2
ENSG00000120160,0,0,2,0
ENSG00000120162,18,89,169,99
ENSG00000147896,0,0,0,0
ENSG00000147894,43,96,161,70
ENSG00000174482,0,0,0,0
ENSG00000122729,120,1445,2097,257
ENSG00000107201,42,164,219.5,48.5
ENSG00000197579,480,839,887.5,857.5
ENSG00000165264,135,869,1062,361
ENSG00000241043,2,5,2,3
ENSG00000122728,12,24.5,30.5,22
ENSG00000188133,0,0,0,0
ENSG00000137074,130,472,579,291.5
ENSG00000086061,984.5,6388.83,6480,1592
ENSG00000122692,331,2029.5,2272.5,583.5
ENSG00000086062,290,2467,4508,701
ENSG00000122711,1,1,1,0
ENSG00000107262,664,1441,2111,1090
ENSG00000086065,197,974.83,1103,428.83
ENSG00000086102,877,1545,2040,1571
ENSG00000165269,3,6.17,14.12,3
ENSG00000165272,38,71,199,68
ENSG00000165271,3555,3985,5805.5,5574
ENSG00000230453,360.5,353.17,424.67,359.17
ENSG00000205274,2,2,3,0
ENSG00000183938,0,0,0,0
ENSG00000229063,0,0,0,0
ENSG00000010438,17,50,144,110
ENSG00000107341,290,1405.5,1726,758
ENSG00000137073,862,2055,2425,1462
ENSG00000198876,269,968.5,1260,652
ENSG00000165006,238,753,898,517
ENSG00000186638,105,382,483,184
ENSG00000164978,57,132,145,90
ENSG00000164976,48,214,276,141
ENSG00000164972,2,7,2,5
ENSG00000164970,29,245,273,55
ENSG00000122735,1,0,1,1
ENSG00000168913,0,12,13,4
ENSG00000122756,0,0,0,0
ENSG00000164967,243,322,386,515
ENSG00000137100,78,582,771,171
ENSG00000205143,1,4,2.5,1
ENSG00000147955,425,1518,1969,876
ENSG00000213930,85,248.75,383,143.5
ENSG00000258728,31,102.75,135.5,43
ENSG00000137070,21,110.5,150.5,46.5
ENSG00000213927,4,3,2,1
ENSG00000187186,39,81,99,100
ENSG00000172724,0,0,0,0
ENSG00000137077,0,0,0,0
ENSG00000205108,0,0,0,0
ENSG00000122733,0,0,5,0
ENSG00000137094,60,39,75,69
ENSG00000174038,0,0,0,0
ENSG00000165280,1689,13944.25,16313.5,3385
ENSG00000221829,248,1438,1806,635
ENSG00000165282,594,2125,3006,1050
ENSG00000165283,801,3829.5,4985.67,1644.5
ENSG00000005238,237,127,373,485
ENSG00000198722,121,952,1421,415
ENSG00000198853,2565.5,2681,3676,3796
ENSG00000215187,3,4,4,0
ENSG00000107140,692.5,775,1260,1233
ENSG00000137101,1,0,4,2
ENSG00000137078,0,0,0,0
ENSG00000159884,150,368,668,437
ENSG00000137135,110,595,822,378
ENSG00000107159,6,55,205,44
ENSG00000198467,1410.5,3170,4693,2824.17
ENSG00000137076,2691,12424,19744.5,4751
ENSG00000107175,342,1209,1762,500
ENSG00000070610,826,1253,1633.5,1321
ENSG00000107185,171,480.5,654,297
ENSG00000215183,1,0,6,0
ENSG00000159899,105,209,189,106
ENSG00000137098,11,10,26,5
ENSG00000137133,94,542,792,277
ENSG00000137103,11,61,92,45
ENSG00000204930,0,0,1,0
ENSG00000168828,0,0,0,0
ENSG00000196196,4,1,5,7
ENSG00000278889,0,0.5,0,0
ENSG00000122718,0,0.5,0,0
ENSG00000243641,0,0,0,0
ENSG00000122707,27,154,217,49
ENSG00000122694,10,49,147,41
ENSG00000185972,2,0,0,4
ENSG00000122705,796,3808,5292.83,1873
ENSG00000159921,298,788,1044,699.92
ENSG00000137075,171,271,353.5,369
ENSG00000165304,218,2148,2413,563
ENSG00000196092,3,2,0,0
ENSG00000147905,111,534.5,617,200.5
ENSG00000137106,639.5,2695,3414,1243
ENSG00000168795,757,506,625,990
ENSG00000137054,414,1065,1271,732
ENSG00000147912,71,258,334,152
ENSG00000256966,104.5,266.67,308,182
ENSG00000175768,211.5,594.67,690.33,403
ENSG00000255872,273.5,221.67,255.5,277.5
ENSG00000070601,0,2,0,2
ENSG00000165275,74,104,138,124
ENSG00000107371,324,889,1035,766
ENSG00000122741,244,451,588,438
ENSG00000122696,191.03,300,318.83,237.25
ENSG00000107338,459.5,1008.33,1235.25,727.5
ENSG00000137124,734,1739,2327,1433
ENSG00000137142,5,79,121,10
ENSG00000273170,24.25,49,38.58,30.75
ENSG00000180071,319.75,486.67,563.58,479.58
ENSG00000106714,140.23,946.71,924.2,223.93
ENSG00000204849,0,0,0,0
ENSG00000183148,3.98,11.89,15.3,5.48
ENSG00000273514,14.33,1.5,2.63,11.53
ENSG00000215126,205.21,300.44,297.33,231.08
ENSG00000154529,76.37,763.43,723.4,156.68
ENSG00000185775,0,0,0,0
ENSG00000277737,0,0,0,0.17
ENSG00000276581,0,0,0,0
ENSG00000276040,0,0,0,0
ENSG00000154537,0.5,0.5,3.5,0.5
ENSG00000172014,7.31,15.23,26.63,7.98
ENSG00000204779,9.8,1.5,2.73,12.8
ENSG00000147996,269.49,429.5,437.61,322.35
ENSG00000184659,16.67,3.5,3.13,13.53
ENSG00000276203,3.48,10.08,17.3,5.48
ENSG00000279871,0,0,0,2.5
ENSG00000274349,57.5,142.44,139.75,119.67
ENSG00000275969,0,0,0,0
ENSG00000280174,1.17,0,0,0
ENSG00000260691,5.81,15.17,18.97,6.15
ENSG00000196873,209.88,330.99,358.59,245.03
ENSG00000187559,18.33,2.5,2.63,8.2
ENSG00000154330,20,0,4.5,8.5
ENSG00000181778,0,0,0,0
ENSG00000107242,0,0,3,0
ENSG00000187866,188,229,241,327
ENSG00000165059,0,0,0,0
ENSG00000165060,105,388,458,213
ENSG00000119139,51,280,320,86
ENSG00000135063,6,2,13,13
ENSG00000107282,0,2,9,0
ENSG00000188647,161,347,482,292
ENSG00000204711,1,2,0,0
ENSG00000165072,0,0,0,0
ENSG00000198887,334,1102,1132.5,417
ENSG00000119138,63,57,60,87
ENSG00000083067,2,0,0.25,0
ENSG00000135048,911,4064.5,5310.25,1636
ENSG00000107362,141,317,350,340
ENSG00000155621,61,107,112,114
ENSG00000204669,0,0,0,0
ENSG00000119125,5,9,36,1
ENSG00000107372,968.17,1860,2111.47,1607
ENSG00000165091,0,0,0,0
ENSG00000165092,3420,63215.91,78136.83,10302.67
ENSG00000135046,2459,15621,18935.33,4241
ENSG00000198963,0,0,0,0
ENSG00000119121,44,59,103,64
ENSG00000135045,111,201,290,275
ENSG00000156017,165,511,617,288
ENSG00000106733,6,36,53,9
ENSG00000134996,12,174,208,79
ENSG00000099139,97,455.5,1664.67,352
ENSG00000135002,188,820,995,377
ENSG00000187210,19,36,40,49
ENSG00000106772,0,0,0,0
ENSG00000204612,0,0,0,0
ENSG00000197969,621,1741.5,2489,1072
ENSG00000156049,0,0,0,0
ENSG00000156052,68.5,598,811.5,240
ENSG00000148019,150,949,1108,269
ENSG00000135069,194.5,3440.67,3612.33,367
ENSG00000106829,315,439.5,470,399
ENSG00000196781,2030.5,2395.33,3251,2921
ENSG00000214929,0,0,0,0
ENSG00000165105,289,742,897,499
ENSG00000172159,5,113,315.5,80
ENSG00000148057,14,58,92,33
ENSG00000135018,752,4443.33,4962,1307
ENSG00000165113,35,96,110,53
ENSG00000165115,85.5,109.2,164.27,114.33
ENSG00000165118,188,423,525,232
ENSG00000165119,3097.67,12707.48,14919.5,4559
ENSG00000178966,111,873,915,409
ENSG00000197506,0,0,0,0
ENSG00000148053,0,2,0,0
ENSG00000135049,152,797.67,903,298
ENSG00000135040,361,916.5,1079,493.5
ENSG00000135052,235,1678,1934,483
ENSG00000187753,1,7,1,0
ENSG00000135070,164.83,519.58,617.33,343.67
ENSG00000083223,633,1119,1320,689
ENSG00000180447,0,2,6,2
ENSG00000204446,0,0,0,0
ENSG00000196730,125,1473.5,1535,338
ENSG00000135047,606.67,5599,6508,1156.5
ENSG00000177992,0,2,0,0
ENSG00000156345,90,125,167,208
ENSG00000106723,156,640,891.33,368
ENSG00000130045,53,20,23,37.11
ENSG00000186354,79,133.5,259,76.5
ENSG00000213694,213,588,1168,403
ENSG00000148082,1,3,11,7
ENSG00000123975,345.5,1002.67,859,509.5
ENSG00000187742,302,719,725,386
ENSG00000187764,29,329,506,112
ENSG00000130222,5,4,6,10
ENSG00000165023,0,0,0,0
ENSG00000165025,2,0,3,0
ENSG00000148090,69,305.83,476,139
ENSG00000165030,357,272,213,387
ENSG00000169071,1,36,31.25,4
ENSG00000090054,165.29,1254.47,1508.35,294.37
ENSG00000196305,1502,11275.5,12780.67,1867
ENSG00000279007,0,0,0,0
ENSG00000198000,1056,1694.5,1921,1226
ENSG00000188312,46,129.5,174,33
ENSG00000106809,0,0,0,0
ENSG00000127083,0,0,0,0
ENSG00000106819,0,0,0,0
ENSG00000106823,0,1,4,0
ENSG00000127080,144,490,518.5,444.5
ENSG00000185963,752,1711,2330,1635
ENSG00000127081,140,248,223,241.67
ENSG00000127084,4,17,8,2
ENSG00000157303,0,1,0,0
ENSG00000165233,291,849,1256,576.5
ENSG00000131669,125,509.5,751,242
ENSG00000165238,77,844,1020,193
ENSG00000204352,53.5,184.17,238.83,58.5
ENSG00000188938,176,322,423.17,270
