SUMO3,small ubiquitin-like modifier 3
SYK,spleen tyrosine kinase
TAB1,TGF-beta activated kinase 1/MAP3K7 binding protein 1
TAOK1,TAO kinase 1
TAOK2,TAO kinase 2
TERT,telomerase reverse transcriptase
TGFB1,"transforming growth factor, beta 1"
TGFB2,"transforming growth factor, beta 2"
TGFBR1,"transforming growth factor, beta receptor 1"
THBS1,thrombospondin 1
TIMP1,TIMP metallopeptidase inhibitor 1
TIMP2,TIMP metallopeptidase inhibitor 2
TJP1,tight junction protein 1
TLR2,toll-like receptor 2
TLR3,toll-like receptor 3
TLR4,toll-like receptor 4
TLR5,toll-like receptor 5
TNC,tenascin C
TNF,tumor necrosis factor
TNFRSF10A,"tumor necrosis factor receptor superfamily, member 10a"
TNFRSF10B,"tumor necrosis factor receptor superfamily, member 10b"
TNFRSF11A,"tumor necrosis factor receptor superfamily, member 11a, NFKB activator"
TNFRSF11B,"tumor necrosis factor receptor superfamily, member 11b"
TNFRSF1A,"tumor necrosis factor receptor superfamily, member 1A"
TNFRSF8,"tumor necrosis factor receptor superfamily, member 8"
TNFRSF9,"tumor necrosis factor receptor superfamily, member 9"
TNFSF10,"tumor necrosis factor (ligand) superfamily, member 10"
TNFSF11,"tumor necrosis factor (ligand) superfamily, member 11"
TNFSF13B,"tumor necrosis factor (ligand) superfamily, member 13b"
TNFSF9,"tumor necrosis factor (ligand) superfamily, member 9"
TNS1,tensin 1
TP53,tumor protein p53
TP63,tumor protein p63
TP73,tumor protein p73
TRAF2,TNF receptor-associated factor 2
TRAF6,"TNF receptor-associated factor 6, E3 ubiquitin protein ligase"
TRIO,trio Rho guanine nucleotide exchange factor
TRPM7,"transient receptor potential cation channel, subfamily M, member 7"
TSLP,thymic stromal lymphopoietin
TXNIP,thioredoxin interacting protein
TYR,tyrosinase
UCP2,"uncoupling protein 2 (mitochondrial, proton carrier)"
ULBP2,UL16 binding protein 2
UTS2,urotensin 2
VCAM1,vascular cell adhesion molecule 1
VCAN,versican
VCL,vinculin
VDR,"vitamin D (1,25- dihydroxyvitamin D3) receptor"
VEGFA,vascular endothelial growth factor A
VEGFC,vascular endothelial growth factor C
VTN,vitronectin
VWF,von Willebrand factor
WISP1,WNT1 inducible signaling pathway protein 1
WNT4,"wingless-type MMTV integration site family, member 4"
WNT5A,"wingless-type MMTV integration site family, member 5A"
XIAP,"X-linked inhibitor of apoptosis, E3 ubiquitin protein ligase"
YWHAE,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon"
YWHAZ,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta"
ZAK,sterile alpha motif and leucine zipper containing kinase AZK
ZAP70,zeta-chain (TCR) associated protein kinase 70kDa
ZFP36,ZFP36 ring finger protein
ZNHIT1,"zinc finger, HIT-type containing 1"
