,AK006F,AK007F,AK008F,AK010F,AK012F,AK014F,AK016F,AK017F,AK018F,AK019_20F,AK020_21F,AK029_30F,AK034F
ENSG00000234343,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228263,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227333,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231543,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234852,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241534,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206268,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223493,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236765,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226257,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244207,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269167,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236625,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232414,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231608,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168468,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224200,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225141,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228116,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226892,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229741,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228987,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236884,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236418,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233209,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223793,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228813,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243496,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223481,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230034,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240118,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224212,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226264,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241394,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230678,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235744,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229685,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237710,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230930,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228333,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229802,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225312,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228520,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228425,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223367,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235155,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226916,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224782,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237825,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236490,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227780,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206206,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237462,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231041,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235589,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228652,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277403,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231319,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233636,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226347,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234100,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243441,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224487,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233481,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237258,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232397,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224395,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228377,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224654,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237051,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227044,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230885,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232099,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237508,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235680,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231834,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235176,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236560,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237733,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225130,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237046,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235025,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233599,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231002,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226437,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239865,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236632,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232143,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223766,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231129,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231737,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226111,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235658,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233164,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233049,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229998,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228867,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228575,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232575,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236271,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230128,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234078,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233149,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223494,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230072,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223590,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231624,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231094,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237114,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234605,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223533,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224941,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230336,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257215,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237022,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224608,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235233,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231372,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238238,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225859,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226850,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227565,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231408,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228321,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223448,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231048,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236979,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226618,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228760,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231974,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228177,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223932,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232960,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258543,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240433,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228883,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224552,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239741,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258635,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236210,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225993,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235452,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228090,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233076,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226651,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230961,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223957,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204364,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204359,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236221,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229488,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168452,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243897,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227642,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228907,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229058,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232005,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236697,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232339,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206245,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225412,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226260,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227826,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229074,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225890,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225824,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231823,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229493,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206235,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236443,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239836,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226173,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239329,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243189,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234704,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231558,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228163,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229295,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223699,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231321,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227402,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228357,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235107,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223618,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233948,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237313,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228977,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274733,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233687,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226931,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230855,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196231,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112459,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112461,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204692,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204690,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206472,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204689,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206471,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206470,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206466,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206468,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206467,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232641,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223858,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234487,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237216,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227715,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236808,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237403,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230332,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223531,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236399,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229381,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235905,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231641,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225201,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228581,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233564,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236342,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235291,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229861,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231257,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224120,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231377,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225060,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234809,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237095,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229684,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224740,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223680,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234370,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234032,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237814,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257232,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227506,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224105,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233734,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237165,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227246,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224180,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224472,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235068,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258002,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225691,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232126,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238289,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228662,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229496,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230900,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235125,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226275,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223952,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236237,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234514,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225211,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235985,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225748,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234651,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226215,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226531,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232312,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224398,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241132,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237495,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236063,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240957,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236902,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235769,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228250,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237459,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225635,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226417,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227314,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266442,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234951,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223757,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224264,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225998,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227129,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229077,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238134,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226560,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234196,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243570,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229363,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232616,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224313,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226033,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227746,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235134,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206258,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228628,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223666,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227122,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231618,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240592,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235758,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225452,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230514,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236353,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234243,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223355,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237881,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225845,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230726,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231021,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228284,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231286,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206301,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228254,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241910,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237599,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226201,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240508,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230705,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242386,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239463,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236227,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230141,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168384,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230763,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235708,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235712,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224399,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232357,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231115,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224455,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226225,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236802,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236222,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235692,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228736,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206208,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237056,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231617,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215641,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206526,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169260,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206525,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278714,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206524,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206522,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234746,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206517,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000220550,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206516,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206515,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206513,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206511,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206512,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137345,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206510,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206509,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206506,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206505,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206502,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206501,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206500,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137397,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000172524,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137394,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137384,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137313,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206495,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242726,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206493,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206492,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206491,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206490,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206489,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203624,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206488,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206487,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206486,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206485,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206484,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206481,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183311,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206480,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206478,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215522,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221974,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206476,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206465,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229284,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206463,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206461,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206458,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206460,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206459,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206457,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206455,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206454,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206452,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206450,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183214,0,0,0,0,0,0,0,0,0,0,0,0,0
