Geneid,AK006M,AK007M,AK008M,AK010M,AK012M,AK014M,AK016M,AK017M,AK018M,AK021M,AK019M,AK029M,AK034M,AK098M,AK102M,AK117M,AK123M,AK133M,AK134M,AK135M,AK136M,AK137M,AK138M
ENSG00000172554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ENSG00000115705,0,6,5,0,0,2,3,1,1,4,1,2,0,5,5,3,5,4,16,17,11,5,13
ENSG00000130508,9,103,136,7,3,174,153,263,26,87,69,86,360,540.5,473,530,307.5,610,928,73,680,232,423
ENSG00000186487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000032389,65,482,539,16,4,1731,546,2028,344,590,573,292,737,1594.5,1125,1342,925,2161,2823,436.33,2599.67,949.17,1923.5
ENSG00000171853,78,749,836,38,28,1447,1057,1947,340,765,614,641,1251,2448.5,2131.5,2176.5,2085.17,3001.5,5332.67,1421.67,4270.17,1514,3334.33
ENSG00000182551,81,612,638,9,5,1360,779,1507,184,374,352,286,730,2303,1178,1632.17,975,2581.5,2652.17,299.67,3002,1142.83,1616.5
ENSG00000255767,28,108,144,6,2,388,134,336,56,244,138,68,114,379.08,357.5,319.75,262.25,748.75,1007.5,219.83,865.71,319.5,519.25
ENSG00000171865,182,1076,1270,56,40,2063,992,2006,294,1286,852,758,1091,2842.92,2658.5,2423.83,2004.92,4902.25,6452.42,1783.5,5783.54,2190.83,3412.75
ENSG00000171863,1759,7539,8701,313,108,17733,6472,18308,3592,8402,8218,3600,8551,17403.77,13867.26,14618.39,11008.23,24304.2,27634.72,4983.27,27035.24,12425.76,16826.69
ENSG00000118004,0,5,5,1,2,6,0,4,3,10,5,9,3,13,19.5,14,29,43,76,70.5,14,10,41
ENSG00000151360,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,7,0,0,0
ENSG00000214866,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0
ENSG00000176887,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,8,0,0,1
ENSG00000134326,0,31,40,0,1,21,35,126,66,236,3,3,229,9,16,16,189,24,41,751.5,81.5,34,546.5
ENSG00000134321,0,2,1,0,27,1,2,3,51,315,0,0,302,1,1,2,282,2,0,2610,2,1,1737.5
ENSG00000151692,12,213,244,3,1,182,167,246,24,75,46,84,177,275,270,238,201.67,401,589.5,62,580,197,225
ENSG00000115738,646,1880,2106,358,384,3579,1974,3886,655,4310,3448,2869,1569,3996.5,5155,3248.5,4509,6753.5,12612.5,8176.5,6745.5,3025.5,4556
ENSG00000134313,73,476,506,57,34,1868,1302,2472,300,1190,718,658,910,2783.5,2327,2643,1876.5,2088,4780.5,1558.7,3241,1346,2115
ENSG00000143797,101,566,628,14,2,1216,686,1662,239,399,344,218,618,1517,1039.5,1087,675,2129.5,2013,165.5,2589.33,968,1181.5
ENSG00000151693,110,1166,1204,60,31,1373,1625,1703,228,832,464,760,1644,2988.5,2878,2816.33,2267,4554,7162,1802.5,5806.5,2278,4079.5
ENSG00000119185,285,1205,1361,30,9,1723,1082,2331,235,1133,536,486,970,4850.33,3947.85,3207.42,2294.08,7768.01,8168.8,899.92,8914.08,3445.92,4027.8
ENSG00000119203,136,806,883,42,18,3676,1566,4094,758,1184,1008,653,1712,4014.5,2348,3348,2220.5,3300,4958.5,1245.5,5475.5,2198,5848.5
ENSG00000134330,247,1511,1607,49,7,2620,1514,2493,350,1064,956,746,1442,2266.75,1834.75,1902.67,1235.25,4250.75,4855,578.25,4193.08,1678.08,2148.25
ENSG00000151694,151,942,938,62,18,2726,1562,2898,587,1815,1148,848,1537,3379,2975,3223.5,2741,5107,8800.5,2322.5,7275,2849.5,6173
ENSG00000134308,824,3494,3857,150,36,11906,4599,12116,2116,3932,3690,1956,4018,18708.33,12720.33,16141.08,11589.17,22637.58,24746.33,3464.17,25251.08,12352.17,16229.83
ENSG00000115750,81,314,317,26,4,1297,542,1564,233,646,503,262,504,1726,1541,1500,1271.5,2330.25,3870.5,965,3272.5,1334,2869.5
ENSG00000134317,5,11,22,3,1,39,19,42,11,63,17,12,23,67,85,55,65,85,233,80.5,81,43,87
ENSG00000172059,29,136,186,15,7,190,112,214,29,229,126,220,178,375,816.5,335,421,645,1714.5,279,683,235,294
ENSG00000205795,1,0,1,1,0,11,1,15,1,8,4,0,5,12,3,10,0,15,8,2,9,4,5
ENSG00000171848,190,1042,1184,60,14,2213,1486,2212,292,1121,605,700,1124,5688,3709.5,4367.5,2981.5,5132,6867.5,775.5,7703.17,3622.5,5574
ENSG00000163009,0,7,8,0,0,6,4,10,6,24,10,6,14,49,71.5,37.5,37,52.5,101,58,46.5,18.5,113
ENSG00000115756,114,918,907,27,3,1376,648,1638,266,590,480,402,696,1896.33,1712.5,1584.83,1101.33,3169.67,4629,322,3583.17,1378,1888.5
ENSG00000115758,768,4570,4715,253,217,11125,4380,9137,2260,6326,4604,3261,4916,10654.33,8712,8372.67,6620.17,15294.5,17737.17,9255.67,15072.33,6742,11893.33
ENSG00000115761,164,804,892,73,29,2180,1470,2935,470,1354,858,681,1274,3522,2705,3104.5,2405.5,4634.5,7142.5,1930,5953,2529,5409
ENSG00000143882,0,0,1,1,1,0,0,1,0,3,0,0,0,1,2,0,2,3,8,11,2,0,1
ENSG00000143870,382,2660,2738,91,8,11042,4710,10604,1834,3256,3021,1758,3840,11090.33,5986.67,10016.17,6210.17,13225.58,15808.25,1335.5,17361,7993,10965
ENSG00000162975,16,327,260,18,10,461,357,666,115,323,190,308,432,771,688,847,938,1477,3280,429,1992,776,965
ENSG00000150873,0,0,0,1,0,4,3,3,0,1,0,1,1,5,8,3,2,8,16,4,9,2,9
ENSG00000162976,113,562,595,13,0,1208,524,1364,179,397,356,209,472,1074,720.5,956,553,2253.5,2450.67,195,2445.75,915.5,994.75
ENSG00000134318,381,1458,1572,210,114,5332,2604,5828,949,3734,2103,1485,1842,9293.17,8977.75,9148.5,7630.5,11187.5,18384.5,5416,15727.5,6301.5,8387.5
ENSG00000169016,75,355,361,32,16,829,386,707,133,835,572,346,308,928.25,1475.35,876.94,1059.61,1860.53,4424.71,1444.77,2109.3,765.18,1313.37
ENSG00000196208,5,55,61,1,0,48,47,90,12,42,19,46,61,106,82,108,97,221.5,335,58,259.5,86,135
ENSG00000169006,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,1,0,0,1
ENSG00000134324,37,287,288,43,16,595,398,818,151,454,316,298,480,733,802.5,726,701,890,2166.25,775,1372.5,520,1423.25
ENSG00000071575,2,0,2,1,0,11,2,2,0,8,6,3,2,13,5,4,3,13,6,8,2,6,8
ENSG00000162981,0,0,0,0,0,1,1,0,1,1,3,2,2,2,2,0,8,4,7,26,6,1,10
ENSG00000151779,127,746,752,62,32,2333,1108,2808,532,1322,942,548,1344,2542.33,2272.5,2221.5,1722.5,2816.5,4868.5,1476,3563,1383,3782
ENSG00000079785,132,568,690,68,36,2620,1280,3260,494,1570,1042,568,1282,5474.5,3779.33,4755.5,3386,4130.5,7151,2637,7058.5,3001,9303.67
ENSG00000134323,0,1,0,0,1,0,0,2,2,5,2,1,0,1,4,3,4,5,18,25,2,0,5
ENSG00000197872,0,0,0,0,0,2,0,3,0,1,0,1,6,6,0,3,2,7,4,1,4,4,10
ENSG00000214842,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0.5,12,1,1,1
ENSG00000163032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163029,187,922,940,108,35,2330,1759,2317,462,1185,825,662,1296,3119.5,2863,2884,2045.5,3195,5496.33,1399.5,5103.92,2040,4266
ENSG00000178295,83,405,428,42,12,1177,514,1577,309,1054,638,302,576,1449.5,1850.5,1505,1387.5,2038,4267,1582,2596.5,903.5,3073.5
ENSG00000151379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000170745,8,75,61,1,0,109,126,147,24,56,25,41,59,133,118,77,36,203,220,27,169,67,80
ENSG00000240857,72,305,326,26,12,951,269,924,200,784,549,247,478,1016.98,1356.55,877.92,1065.01,1865.67,3767.72,749.68,2051.7,752.75,1317.7
ENSG00000250741,18,107,94,7,2,245,125,249,46,192,125,79,145,241.98,380.55,233.92,256.01,510.17,1011.22,176.68,477.7,186.75,367.7
ENSG00000185013,1,0,0,1,1,0,0,1,0,0,0,1,0,0.83,0.9,0.97,1.78,0.97,2.37,1.13,2.4,0.5,1.6
ENSG00000143867,9,55,48,5,1,86,50,136,17,87,66,87,81,164,278,109,215,220,699,255,337,120,186
ENSG00000183891,47,172,185,14,12,295,209,436,47,386,285,183,226,476,774.33,439.5,664,902.33,2114.33,990.67,838.83,295,737.5
ENSG00000118965,77,472,506,64,32,1364,904,1610,261,1166,822,714,949,1336.5,1713,1251.5,1302,1642.5,4005.5,2044,2427.5,1030,2620.5
ENSG00000132031,15,87,85,5,0,425,130,465,55,131,104,50,112,441.5,243,589,312,861.25,1083,72,871,306,481
ENSG00000068697,216,658,673,29,13,1400,1007,1855,225,644,448,427,849,5183.5,3300.5,4818,3235,6163,7568,1019,7099.5,3051,4505.5
ENSG00000115884,223,2882,2998,80,25,4068,2793,5787,843,1624,1498,2042,3836,7046.83,4942.67,5131.5,4447.17,7464.67,10584.67,863.5,10720,4326,5163
ENSG00000055917,196,1068,1230,115,61,1498,1351,2268,287,1772,1162,1124,918,4555.5,5378.67,4468.67,4117.83,8112.5,14440.33,3140,9961.5,3635,4765.5
ENSG00000143878,77,421,376,132,169,1385,330,1547,446,3190,2247,1787,1174,1918,5008,2035,6980.5,2416,9295.5,10556,2268,810,3134.5
ENSG00000118960,26,348,359,15,4,571,392,692,106,227,180,269,500,812,532.5,774,542.5,1075,1769,363,1571,576,1179
ENSG00000143869,0,1,0,0,0,4,1,3,0,1,3,3,1,1,4,7,4,8,13,1,0,0,2
ENSG00000118961,51,188,214,13,13,935,270,1077,156,416,385,143,358,1020,844.5,958,641,1415.83,2091.5,564,1834.42,788,1416.5
ENSG00000084674,0,0,0,0,0,0,1,3,0,2,0,0,0,0,1,1.5,5,1,7,25,1,0,3
ENSG00000218819,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000119771,8,100,95,2,2,101,69,144,31,85,52,69,88,182,279,176,185,359,708,102,382,116,240
ENSG00000119778,74,462,466,61,29,821,638,1032,178,868,530,498,655,990.5,1537.5,1015.5,1133,1399.5,3389.5,1659,1640.5,634.5,1991
ENSG00000173960,130,280,299,26,6,1068,306,1106,146,654,444,156,303,1818.5,1699.5,1406.5,1241.67,3046.5,4227.17,732,3556,1371,1981
ENSG00000205639,0,2,3,1,1,4,2,12,1,18,10,4,10,7.5,10,4,16,10,25,77,8,8,13
ENSG00000163026,47,435,488,32,27,909,558,1056,208,901,662,618,626,999,1489.5,871,1142,1261,3316.33,1349,1670.5,633,1601
ENSG00000119782,14,76,79,0,0,122,51,147,22,48,32,21,62,166,82,102.5,70.5,283.25,327,36.5,458,151.5,157
ENSG00000115128,480,1235,1300,110,57,3089,1680,3172,430,1422,1441,878,1184,3800,3594,3209,2771,5635.5,7779.5,2341,6018.75,2859,4134
ENSG00000219626,9,94,98,3,1,88,112,134,19,61,48,37,158,107.75,119.75,80,80,201.75,315.75,107,232.75,80.75,150
ENSG00000115129,129,1991,2293,56,22,3698,1738,5706,862,1472,1293,795,2659,4127.67,3486.67,3120.5,2714.17,4491.42,6623.83,1838,7358.33,2801,4402.33
ENSG00000176732,4,44,43,2,1,41,37,43,6,36,18,21,37,49,63,39,23,83,131,33,104,29,41
ENSG00000276087,8,45,50,1,0,56,55,96,14,35,28,17,68,66.75,70.75,56,44,129.75,201.25,60,152.25,55.25,95
ENSG00000186453,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
ENSG00000198399,93,619,620,72,32,1104,925,1224,216,999,527,630,930,1897,2301.5,1860.5,1843,2376,5018,1930.1,3396.5,1467.5,2979.5
ENSG00000084676,111,700,752,63,14,1094,954,1476,177,786,488,626,835,2183.83,2283.17,2144.33,1716.5,3253.92,6286.5,1038.67,4085.83,1596.83,2760.83
ENSG00000184924,138,1092,1122,18,9,1173,978,1308,169,487,390,490,912,1723.25,1367.5,1592.5,1101,3241,3852.42,424,3236.5,1228.5,1681.5
ENSG00000138092,78,472,511,24,6,1086,545,1098,185,630,402,294,435,1352.5,1326.5,1125.5,909,2049.5,3089,377,2303.5,955,1440
ENSG00000138031,181,1220,1346,70,29,2263,1106,2878,459,1124,773,694,1374,3865.17,3047.5,3134,2115.5,5348.17,6747.67,736,7241.33,2611,3868
ENSG00000115137,9,24,49,6,7,60,21,75,14,141,75,53,36,87,200.5,79,167.67,193,576,423,253.5,90,310
ENSG00000084710,14,314,339,13,5,395,319,776,122,212,136,175,456,1034,792,920,623,1087.5,1695,150,1648.5,590,1088
ENSG00000115138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,4
ENSG00000119772,5,148,135,6,0,92,114,180,27,141,35,84,140,475,470,435,382,625,1143,193,791.67,260,615
ENSG00000138101,55,396,396,9,4,585,404,685,107,270,211,164,372,830.17,587,661.67,416,1553.5,1679.5,248.5,1508.67,601,1021.17
ENSG00000143970,106,777,849,119,48,717,920,1552,174,1124,689,1244,918,2520.5,3327.17,2690.5,2527,3221,7744.67,2211.5,4582,1711,4252.5
ENSG00000084731,126,1009,1160,62,17,1354,924,1587,279,1139,518,658,977,3637,3643,3058,2459,5585.36,8147,818.5,5569.5,1843,2675
ENSG00000084733,660,2551,2676,180,70,6991,4039,6616,1122,3206,2543,2002,2688,9326.33,7537.83,9582.17,7691.67,14839,18324.17,3632,14767.5,7091.83,10489.17
ENSG00000157833,58,426,463,29,3,344,228,434,56,258,140,253,310,611,756,491,507,1304.67,2215.67,263,1430.67,453,499.5
ENSG00000084754,147,1242,1317,64,37,4011,1817,4668,902,1282,1002,808,2386,5072,2485.33,4259.83,2672.83,3722.33,5374.83,1581,6267.67,2569.83,8629.5
ENSG00000138029,75,596,666,17,9,2821,1098,3510,581,718,716,385,1373,2927.5,1474.5,2650.83,1617.5,2233.67,3282.33,722.5,3830.17,1550.67,4422.1
ENSG00000173567,6,3,1,4,3,2,2,6,0,1,1,1,3,6,3,5,4,10,12,9,6,2,9
ENSG00000138018,63,204,261,30,7,1344,411,1668,259,775,640,267,308,1149,1262,1113,1127,1494.5,3402,640,1982.5,763,1161.5
ENSG00000157856,3,11,12,0,0,4,14,16,1,2,5,3,15,8,16,17,4,21,43,11,41.5,12,23
ENSG00000115155,0,1,1,2,1,4,1,2,0,3,3,4,5,4,5,6,7,12,15,24,9,3,9
ENSG00000173557,1,18,28,0,0,16,28,26,1,4,4,11,34,16,18,29,13,31,75,8,48,20,41
ENSG00000157884,0,1,2,0,0,4,4,13,0,2,5,1,4,0,4,9,4,18,22,3,5,1,4
ENSG00000171303,10,43,42,4,4,50,43,74,10,40,28,42,49,78,94,117,119,140,299,32,96,33,35
ENSG00000213699,200,1058,1050,54,26,1676,882,2349,404,1017,704,761,1315,3188.67,2670,2983,2536.5,4482,6517.83,1156.5,5504.5,2072,3398.5
ENSG00000115163,200,718,762,58,10,885,448,1055,156,596,414,442,540,1567.5,1667,1096,1025,2417,3379.17,443.5,3073.67,1107,1307.5
ENSG00000157851,5,63,54,1,1,165,92,242,36,53,45,27,78,456.5,188,323,148,277,305.5,20,441,193,271
ENSG00000084764,11,48,53,3,0,54,61,80,14,40,18,33,59,445,281.5,304.5,260,581,740,68,621.17,226,473
ENSG00000119777,68,341,358,33,17,1144,453,1429,242,757,485,368,664,2612,1924,2367,1773.5,2200.5,3883,1006,3531.5,1326,3581.17
ENSG00000084693,291,2206,2291,76,37,2386,1555,2695,427,1096,700,964,1710,3415.5,2566,2958.5,1968,6773,6533.17,1074.5,7544.5,2587.33,3391
ENSG00000228474,978,1574,1680,165,38,2646,1118,2401,311,1505,1215,786,1342,3191,3221,2517,2079.5,5353.83,5791.33,984,5592.67,2527.67,3019
ENSG00000138080,2,2,2,1,2,8,3,14,2,19,8,10,5,26,26,12,25,22,53,18,20,5,5
ENSG00000138030,18,131,106,3,1,308,134,380,37,95,72,60,131,461,294,329,249,661.5,822,32.5,966,290,399
ENSG00000138028,11,92,82,5,1,272,110,230,20,89,80,44,77,372.5,224,276,190,644,806.5,72.5,409,136.5,210.5
ENSG00000143994,12,33,40,4,1,31,31,56,6,15,8,8,31,50,35,57,21,164,131,11,134,49,63
ENSG00000138073,111,1214,1118,44,11,2244,1165,2373,337,988,834,658,1205,3072.83,2532.67,2497,2035,4412.5,6170.5,601.5,4837.33,1860,2485.5
ENSG00000186143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163792,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,1,0,0,0
ENSG00000138074,88,657,746,51,20,1994,518,2573,367,1251,904,617,791,2216.25,2263.67,1876,1706,2806.5,5396.17,947,4213.5,1528.5,2307
ENSG00000138085,526,2253,2358,92,16,4841,1959,5026,712,1910,1578,1025,2214,5986,4238.5,4997,3187,9419.17,10539.83,1229.83,10117.67,4022,5331.17
ENSG00000084774,98,1450,1388,163,95,1694,917,3278,314,3265,1797,2100,1290,5025.5,7037,4151,4768.5,5102.5,13665.83,4717.5,6567,2444,4365
ENSG00000115194,7,41,60,5,1,58,19,66,10,30,16,25,37,199,153,108,107,294,342,86,281,110,178
ENSG00000163793,0,1,1,0,0,1,0,0,0,1,0,0,0,0,3,0,0,1,0,2,0,0,0
ENSG00000138100,1,0,1,0,0,0,1,2,0,1,0,1,3,7,3,3,6,7,9,0,9,6,4
ENSG00000163794,1,14,13,1,0,18,7,31,7,38,35,25,28,26,55,22,71,74,173,119,61,18,86
ENSG00000115204,128,466,479,26,6,1092,390,1150,182,541,422,237,566,1191.5,990,949.5,777.5,1967,2436.5,535.17,1887.5,733.5,1393.67
ENSG00000115207,248,1856,2040,104,45,3892,1817,4499,724,2017,1608,1426,2135,4191,3942.25,3933,3312,6986.17,9943.5,1607.5,8310.5,3111.5,5516.33
ENSG00000115211,58,614,628,47,26,627,819,947,172,646,326,542,953,1954,1734.67,1415,1248,1536.5,2863.5,1031,2179.5,885,1997.5
ENSG00000115234,116,920,1016,36,14,3954,980,4229,728,1512,1240,616,1268,4514,2998.5,3811.5,2852,4635.83,6289.5,1223.5,6059,2409,4166.5
ENSG00000163795,28,422,464,36,26,325,320,480,66,586,295,600,508,706,1534,614,1132,1399,3834,1325,1493,553,1226
ENSG00000115241,313,2650,2842,121,50,4660,3670,4380,818,2088,1321,1769,3544,7366.5,4863,5680,4054,8732.5,11229.75,1694.5,11846,5112,8036
ENSG00000115216,181,1036,1214,79,38,4188,1709,3831,690,1669,1367,932,1808,6145,3862.5,4910,3474,6300.5,8915.5,1660.5,8335,3590,6296.25
ENSG00000157992,2,9,7,0,0,4,0,5,1,19,8,2,7,10,35,10,22,24,30,45.5,25,0,19
ENSG00000138002,8,219,246,13,6,367,252,530,76,322,193,176,357,516,562,438,395,502.5,987.75,364,693,259,781
ENSG00000115226,3,53,72,0,0,61,45,82,16,37,15,18,58,64,47,54,33,103,148,14,107,47,67
ENSG00000084734,1,5,15,0,0,15,6,16,2,17,6,4,13,14,24.25,11,12,24,37,13,13,4,23
ENSG00000233438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.11,0.5,0.12,0,0.5
ENSG00000221843,5,1,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9,0,0,0
ENSG00000243943,84,505,530,63,29,885,735,1100,236,981,563,545,966,952.54,1276.75,983.62,991.12,1298,2717.58,1623.12,1720.25,744.25,2208.62
ENSG00000176714,28,102,116,9,5,173,143,192,34,204,116,122,118,224.5,301.5,164.5,222.5,393.5,881,353.5,533.5,174,324.5
ENSG00000198522,70,502,562,22,11,1488,732,1739,290,623,459,294,674,2135.12,1361,1810.38,1224.38,2910.5,3660.75,772.38,3574.25,1505.5,2685.88
ENSG00000119760,144,1147,1134,82,58,1455,1077,1664,248,1193,814,882,1556,1310,1848,1248,1326,2062,4092,1480.5,2404,949,2311.5
ENSG00000163798,58,451,498,51,38,1232,766,1331,280,713,520,434,906,1221.5,1083.33,1044.5,1062.5,1137.5,2309.5,1198,1924.5,822.5,2571.5
ENSG00000243147,605,1362,1478,160,66,2921,1375,2831,411,2086,1512,864,1287,2830,2972.5,2014,1944,4879.75,6305,2107.5,4792,2325,3361
ENSG00000171174,8,83,91,9,8,319,154,334,52,209,132,62,175,393,267,320,418,462,674,934,528.5,201,512.5
ENSG00000158019,122,726,846,24,10,1771,1227,1883,280,480,430,398,1132,2144.25,1152.5,1888.5,986,2443.75,2811.5,475,2920,1088.5,2796
ENSG00000075426,97,1003,1064,199,224,873,893,1430,482,2918,1313,2332,2479,2753,5885,2231.42,5822,2758.75,9719.42,10082.25,3503.67,1255.5,8282.83
ENSG00000163803,1,9,8,0,1,5,6,12,3,8,4,3,13,11,12,5,8,20,34,29,19,8,17
ENSG00000213639,294,1400,1467,72,21,3213,2282,3347,621,1394,1110,872,1580,6846.79,4447.5,5973.17,3959.17,10034.33,11393.67,1749.5,11982.5,5455.17,7605.83
ENSG00000163806,0,0,4,1,1,1,4,5,1,15,6,8,1,4,14,14,16,14,38,61,13,2,5
ENSG00000171103,36,344,348,26,5,634,406,818,116,538,364,254,460,1075.67,1304,927,892.5,1417,2805,801,1857.5,746,1559
ENSG00000163811,366,2647,2803,275,114,6986,4576,7058,1242,4363,3803,3239,3791,6515,7523.32,6066.33,6349.75,8790.42,17784.17,5644.42,11973.25,5172.83,10328.5
ENSG00000189350,1,2,2,1,1,8,0,7,2,6,10,5,3,27,28.5,9,18,13,24,20,10,4,11
ENSG00000179270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ENSG00000115295,107,548,555,56,16,1520,636,1712,294,1199,794,470,812,1647,1896,1352,1497.5,2715.75,4889,1862,3124.5,1241,2475
ENSG00000171094,1,0,0,1,0,1,1,1,0,0,1,0,1,0,2,0,1,3,1,5,0,0,4
ENSG00000119801,34,346,371,8,5,329,334,481,91,349,142,265,426,670.5,744,719,569,1424.25,2179.17,240,1432.42,503.5,1019.5
ENSG00000213626,352,1330,1227,118,61,1887,1294,2643,555,1068,813,503,1733,3328,3246.97,3309.17,2962.75,3990.5,5230.05,1302.5,3266.25,1327.75,2186.75
ENSG00000172954,114,350,432,22,7,1371,640,1703,287,626,515,257,536,2223.8,1645,2196,1441.83,2915,4359.67,546.17,3783.8,1461,2598.67
ENSG00000162949,0,5,1,0,1,0,2,3,0,1,0,1,4,1,4,1,2,4,6,7,0,0,5
ENSG00000158089,89,983,1000,13,4,1435,1279,2183,349,521,384,468,1320,1915.08,1180,1442.5,933,2166.83,3057.69,259,4097.41,1626.75,2868.36
ENSG00000214711,1,2,0,0,0,0,1,1,0,2,1,0,5,7,2,4,3,5,11,4,6,1,8
ENSG00000013016,11,167,167,4,4,305,207,385,50,124,114,115,254,456.5,361,468.5,371,637,942.5,104.5,917.5,308,433
ENSG00000158125,3,45,29,6,11,63,30,84,33,123,56,46,134,92.5,131,82,136,88,273,467.5,118,59,244.5
ENSG00000277893,0,0,2,0,0,1,2,1,0,1,1,1,1,0,0,0,4,2,3,2,3,0,3
ENSG00000162959,119,559,613,23,6,1972,774,2046,382,683,745,318,786,1787.03,1316.88,1456.77,973.5,2424.38,3072.3,448.33,2863.48,1182.42,2028.1
ENSG00000162961,208,592,644,38,6,1187,664,1365,160,713,476,354,563,1989.67,1842.58,1520.83,1161.5,2946,4097.25,463.5,3329.83,1387.75,1741.17
ENSG00000021574,157,718,681,43,16,1815,894,1834,291,723,606,442,741,2210.83,1750.75,1990.5,1589,3821.5,4970,692.5,4345,1644,1924.17
ENSG00000152683,107,358,397,24,4,1436,536,1548,264,574,551,283,468,1459,1290,1387.5,1033,2122.58,3248.67,536,3015.17,1175.5,1837.42
ENSG00000091106,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,9,0,0,0
ENSG00000119820,93,256,277,17,4,1387,324,1555,271,537,452,163,382,1525,1101,1520,1217,2610.5,3362,643,2948,1114,2073
ENSG00000115760,447,3365,3280,387,192,7564,4460,9886,1519,7130,4914,3766,4218,8396.5,12023,8790.5,8993,9915,24961,10317.5,11975.5,4529.5,9033
ENSG00000018699,54,314,357,35,12,982,593,1449,244,600,379,292,781,1752,1243.5,1513.5,1135.5,1503.5,2820.5,1220.7,2463.5,1017.5,3339.17
ENSG00000049323,26,352,306,15,7,890,692,1311,154,406,292,222,812,1513,906.5,1613,1069,951,1875.5,388,1315,519,1095
ENSG00000152689,3,17,19,0,0,24,21,33,6,41,15,13,28,51,62,53,77,43,82,87,63,19,70
ENSG00000119812,52,264,259,20,19,558,356,670,145,393,179,191,300,1799.5,1206,1386,1109.5,1761,2802,738.5,2808,1144,2468.5
ENSG00000150938,495,3825,3870,274,132,9422,4846,13229,2532,6410,3811,3062,4938,12596.5,11161.5,13147,10496.5,17242.5,23749,6849.5,24022.17,9919.17,19681.17
ENSG00000171055,119,504,540,23,13,1340,860,1334,187,490,376,314,636,1826,1335,1438.5,1048,2340.5,3161,398,2738,1119.5,1672
ENSG00000205221,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
ENSG00000115808,93,624,671,32,18,975,1121,1061,172,513,366,586,784,1732.83,1437.5,1614,1243.5,1940,3355.5,533.5,2974.5,1222,1522.83
ENSG00000008869,54,368,378,36,26,869,481,1050,194,840,542,370,579,1013.33,1456,915,1039,1326.5,3018.5,1777.5,1647.5,584.5,1466
ENSG00000152133,56,169,151,12,7,314,334,313,53,151,132,76,166,539,440,461.5,311,925.5,1323,113,1154,474,735
ENSG00000055332,78,420,510,30,40,812,874,1173,218,1248,283,308,1092,2176.5,1445.5,1951.5,2393.5,2380,3349.5,4886,3349.5,1402.33,6440.5
ENSG00000138068,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0
ENSG00000218739,165,177,157,17,5,514,190,627,65,323,200,71,144,976,956,1003.5,746,2085,2611,401.5,1932.5,777,824
ENSG00000115816,319,1043,1048,153,74,4621,2024,4479,932,2510,2065,1022,1977,4204.25,4187,4359.5,3874,4907.5,9508.5,3760.5,7161.5,3028.5,8082.67
ENSG00000003509,69,398,480,31,14,862,494,913,160,554,401,276,629,924.5,952,798,598.25,1238.5,1982.5,673.5,1541,624,1784
ENSG00000115825,100,353,448,24,8,1064,538,1250,198,592,438,266,437,1680,1589.5,1373,1012,2166.5,3136.5,466.67,2390.5,932,1211
ENSG00000115828,30,200,190,1,3,581,400,778,98,142,135,111,388,478,247,428,244.5,793,1004.5,77,806,300,536
ENSG00000163171,103,858,854,58,79,681,1283,1058,193,978,620,1254,1316,1605.5,2621,1049,1614.5,1751.5,3947.5,2388,1487.5,626,2390
ENSG00000115841,12,48,52,5,2,213,117,205,42,74,62,36,113,210,153,198,147,249,417,134.33,405.67,159,390.67
ENSG00000138061,35,111,126,44,29,828,172,318,61,898,586,937,177,1391.67,1859,1169.5,1462.67,2193.5,5502.83,4328.17,1675,598,3746.17
ENSG00000119787,135,579,543,55,19,3172,796,3242,522,1784,1624,580,797,2811.93,3163.43,2640.67,2575.17,3667.6,7614.63,1923.47,4923.27,2105.67,3774.83
